eid	doctype	pubyear	source_id	volume	issue	page-start	page-end
74249084319	ar	2009	28252.0	25	5	352	360
74249085258	ar	2010	26918.0	26	1	49	68
74249097196	cp	2009	1.9600157347E10			413	422
74249111343	cp	2009	1.9600157347E10			1018	1023
74549158302	ar	2009	1.1700154616E10	3			
74549163826	ar	2010	18983.0	70	4	631	641
74549200859	cp	2008	93102.0			336	341
74749085852	ar	2010	14622.0	49	1	68	89
74849101810	ar	2009	1.8000156707E10	2	6	635	653
74849135231	ar	2010	19725.0	46	1	96	131
74949100426	ar	2009	1.4000155926E10	45	3	402	421
74949102821	ar	2009	12360.0	38	8	851	869
74949120791	ar	2010	16867.0	49	3	591	600
74949130140	ar	2009	1.9600157009E10	13	3	303	315
75149139585	ar	2009	1.790015674E10	2	3	212	225
75149179263	re	2009	1.6400154758E10	37	3	137	145
75249106487	ar	2008	24689.0	360	2	691	716
75349093908	ar	2008	15757.0	20	1	27	34
75349099969	ar	2009	18329.0	45	4	962	971
75449110239	ar	2008	15757.0	20	1	53	55
75649147768	ar	2010	22781.0	46	2	261	263
75749086188	ar	2009	28204.0	40	9	403	410
75749102631	re	2010	13602.0	365	1538	291	301
75749103784	ar	2010	22792.0	39	2	330	341
75749118550	ar	2009	1.9600161811E10	2	4	267	275
75749153290	ar	2010	21537.0	44	3	874	880
75949109904	ar	2009	4.400151742E9	5			
76149093823	ar	2009	27067.0	20	3	342	350
76149139743	cp	2009	29506.0	152-153		447	450
76149144331	ar	2009	27067.0	20	3	282	293
76149146426	ar	2010	22680.0	132	3	980	988
76249124359	ar	2009	14396.0	50	12	93	
76349112477	ar	2010	29849.0	29	2	115	137
76349122449	ar	2010	22496.0	39	1	67	88
76449094266	ar	2010	13378.0	22	1	22	27
76449099119	ar	2010	13500.0	46	1	66	77
76449106590	ar	2010	13378.0	22	1	1	3
76449107148	re	2010	12807.0	48	5	509	516
76449114828	ar	2010	13378.0	22	1	9	14
76649097013	ar	2010	1.96001634E10	55	1	19	26
76649102762	ar	2010	27989.0	59	2	289	303
76649144769	ar	2010	23475.0	103	2	924	933
76749156738	ar	2010	29083.0	834	1-4		
76949100516	ar	2010	18046.0	472	1	24	28
77049084756	re	2009	16991.0	18	2	49	69
77049091560	ar	2010	25627.0	46	2-3	521	544
77049104329	ar	2010	1.9600166035E10	3	10 S	84	99
77049110134	cp	2010	40067.0	7543			
77049113770	re	2010	18408.0	1803	1	55	71
77149156908	cp	2009	23423.0	28			
77249119327	re	2009	29154.0	32	2	297	315
77249135023	ar	2010	15049.0	97	1	79	93
77249164996	ar	2010	15690.0	37	1	23	47
77249171261	re	2009	30046.0	40	2	127	139
77349089721	ar	2010	1.00147313E8	37	1-2	60	92
77349094801	re	2010	1.1700154617E10	7			
77349125135	ar	2010	12568.0	23	3	875	881
77449160121	ar	2008	5.700168905E9	61	3	359	377
77549088384	ar	2010	14902.0	75	3	312	318
77649083195	ar	2010	1.1300153726E10	14	1	69	88
77649120615	ar	2010	1.7700156745E10	2	1	46	56
77649124762	re	2009	1.6300154769E10	61	4	221	234
77649164810	ar	2010	24872.0	8	1	69	78
77649243875	ar	2010	26362.0	47	2	179	191
77649268081	ar	2010	21187.0	12	2	253	272
77649284526	ar	2010	25130.0	45	2	168	176
77649287135	ar	2010	28982.0	57	2	51	57
77649294107	re	2010	27197.0	33	2	93	101
77649294251	ar	2010	16813.0	76	1	13	21
77649339533	ar	2010	23633.0	50	2	180	190
77649341290	ar	2010	23316.0	26	4	1041	1048
77749243350	ar	2009	4.40015171E9	121	3	646	648
77749246087	ar	2010	21399.0		1	41	46
77749252744	ar	2010	144975.0	18	1	62	65
77749255397	re	2010	24640.0	33	5	645	653
77749264463	re	2010	5.800162233E9	44	1	26	43
77749270443	ar	2010	28533.0	25	2	160	166
77749279424	ar	2010	23318.0	83	2	299	307
77749289727	ar	2009	18609.0	73	6	1010	1013
77749299004	ar	2010	5.700160617E9	21	1	76	97
77749318564	ar	2010	12811.0	36	3	309	325
77749336611	cp	2010	40067.0	7537			
77749343212	ar	2010	16764.0	30	9	3167	3174
77949264161	ar	2010	24024.0	60	3	334	343
77949342965	ar	2010	16306.0	12	2	197	216
77949372560	ar	2010	24759.0	18	2	181	193
77949395924	ar	2010	1.00147315E8	26	2	105	114
77949408073	ar	2010	19543.0	31	3	258	273
77949451574	ar	2010	26409.0	17	2	148	167
77949453165	ip	2010	15849.0			16	
77949471143	ar	2010	5.000157102E9	5	2	85	90
77949500919	cp	2009	145117.0			83	90
77949501970	cp	2009	145117.0			67	74
77949512970	ar	2009	1.0600153309E10	4	12		
77949522027	ar	2009	33328.0	24	3	132	142
77949524364	cp	2009	145117.0			75	82
77949533117	cp	2009	145117.0			59	66
77949554605	ar	2010	19725.0	46	2	210	240
77949729303	ar	2010	1.6800154719E10	5	2-3	198	205
77949820990	ar	2010	27374.0	26	2	359	376
77949831410	ar	2010	12691.0	56	1	80	103
77949873325	ar	2010	15499.0	46	3	525	530
77949914520	ar	2010	23859.0	92	4	637	654
77950102945	cp	2010	1.9700168703E10			73	74
77950130401	cp	2010	1.9700168703E10			469	470
77950171158	cp	2010	1.9700168703E10			461	462
77950184118	cp	2009	85690.0			1178	1183
77950262721	ar	2010	20335.0	93	1	128	129
77950354305	ar	2010	12196.0	622		393	433
77950357931	ar	2009	14204.0	38	4	1249	1260
77950403555	cp	2009	1.9400157277E10	25	9	76	79
77950417880	ar	2010	28514.0	58	4	627	635
77950442131	ar	2010	13107.0	13			
77950444104	ar	2010	12964.0	34	2	273	300
77950474989	cp	2008	1.9400157316E10			57	60
77950523171	ar	2009	7.600153123E9	4	7-8	1251	1256
77950528772	ar	2010	17495.0	51	1	450	461
77950541175	ar	2010	25234.0	9	1-2	28	38
77950546325	ar	2009	7.600153123E9	4	7-8	1469	1487
77950560799	ar	2010	6.600153204E9	215	1	1	28
77950577798	ar	2010	27433.0	27	9		
77950789610	cp	2009	1.9700170483E10			235	240
77950790730	ar	2010	29120.0	239	12	905	911
77950807114	cp	2009	87424.0			7204	7209
77950810304	ar	2010	33784.0	142	1	30	41
77950827681	ar	2009	21112.0	29	3	238	247
77950836986	ar	2010	1.6900154701E10	13		81	88
77950853715	ar	2009	15484.0	31	2	84	89
77950856684	cp	2009	1.9700170483E10			241	246
77950862147	ar	2009	14301.0	49	3	77	85
77950887925	ar	2010	28407.0	24	1	87	108
77950923318	cp	2009	82000.0	3			
77951003265	cp	2009	1.9700170814E10			1545	1548
77951004916	ar	2010	1.6900154701E10	13		115	129
77951038603	ar	2010	28428.0	115	2		
77951043789	cp	2009	1.9700170841E10			172	178
77951057975	ar	2010	15442.0	27	2	156	167
77951071356	ar	2010	1.2100156819E10	3	1	39	47
77951087968	cp	2009	1.9700170841E10			198	204
77951090830	ar	2010	12136.0	140	8	2237	2254
77951093188	ar	2010	12136.0	140	8	2312	2320
77951093319	ar	2010	25680.0	39	5	563	574
77951093755	ar	2010	12136.0	140	8	2227	2229
77951094549	ar	2010	13030.0	329	17	3470	3483
77951114116	ar	2009	1.770015675E10	16	10	241	252
77951144164	cp	2009	1.9700170904E10			171	176
77951156383	ar	2010	23526.0	39	1	85	100
77951158851	ar	2010	18336.0	54	2	83	87
77951172478	ar	2010	23817.0	11	1	1	25
77951173974	cp	2009	1.9700171009E10			507	514
77951177138	ar	2010	18336.0	54	2	88	102
77951181215	ar	2010	20308.0	91	4	1215	1224
77951205394	ar	2010	29372.0	51	8	1694	1701
77951213724	ar	2010	12671.0	13	3	309	325
77951217035	ar	2010	20333.0	72	2	397	412
77951220626	ar	2010	28204.0	41	4	172	178
77951246321	ar	2010	24640.0	33	6	818	824
77951247301	ar	2010	1.790015674E10	3	1	25	37
77951256156	ar	2010	29372.0	51	8	1656	1663
77951291942	cp	2010	1.9700171305E10			13	22
77951294029	cp	2010	1.9700171302E10				
77951453064	cp	2009	120044.0			502	509
77951455350	cp	2009	1.9700171816E10			510	515
77951458632	ar	2010	4.700152757E9	29	1	49	70
77951483326	ar	2010	4.700152828E9	9	2	218	232
77951483707	cp	2009	16719.0				
77951499290	ar	2010	5.800173382E9	4	5	686	699
77951517792	ar	2010	23053.0	73	4	712	715
77951517867	cp	2009	1.9700172203E10				
77951529164	ar	2010	21944.0	31	2	79	85
77951529960	cp	2009	1.9700172203E10				
77951531630	cp	2009	1.9700172203E10				
77951561569	cp	2009	1.9700172203E10				
77951566052	ar	2010	15107.0	56	5	2382	2391
77951567234	cp	2009	1.9700172203E10				
77951568772	ar	2010	4.700152758E9	51	2	124	134
77951569384	cp	2009	1.9700172203E10				
77951574567	cp	2009	145242.0				
77951589734	cp	2009	1.9700172203E10				
77951589765	cp	2009	145242.0				
77951610275	cp	2009	1.9700172203E10				
77951614973	cp	2009	1.9700172203E10				
77951617363	ar	2010	22414.0	159	5	744	748
77951633430	ar	2010	29613.0	35	1	7	15
77951643986	ar	2010	28999.0	46	3	279	292
77951645820	ar	2010	14699.0	47	1	62	80
77951652975	ar	2010	29663.0	264	2	479	489
77951658159	ar	2009	34940.0	28	3	235	267
77951670364	ar	2010	27717.0	24	3	142	147
77951678423	ar	2009	8.70015331E9	2009			
77951693357	ar	2010	27717.0	24	3	134	141
77951746261	ar	2010	5.70016836E9	11	2	122	128
77951749326	cp	2010	145755.0				
77951766650	ar	2010	21487.0	88	2	133	141
77951812446	re	2010	13243.0	44	4	461	470
77951884330	ar	2010	12793.0	16	2	189	209
77951906211	ar	2010	12793.0	16	2	113	125
77951909374	ar	2010	12793.0	16	2	175	188
77951924864	ar	2010	12793.0	16	2	153	174
77951926020	ar	2008	1.2100157208E10	32	1	1	23
77951926080	ar	2010	24243.0	21	5	813	830
77951927587	ar	2010	12793.0	16	2	211	230
77951932420	re	2010	12793.0	16	2	127	151
77951958494	cp	2009	144684.0			1925	1928
77951969253	ar	2010	144889.0	14	2	109	124
77951971065	cp	2009	144684.0			2941	2944
77951974092	ar	2010	16599.0	208	2	223	234
77951979315	ar	2010	7.000153208E9	4	2	123	136
77952006605	ar	2010	4.800152316E9	32	2	137	147
77952009131	ar	2010	27339.0	49	2	262	273
77952009232	ar	2010	28048.0	21	2	85	92
77952009893	ar	2010	27339.0	49	2	188	199
77952046260	ar	2010	19877.0	21	2	79	92
77952091037	ar	2010	21162.0	45	13	3490	3496
77952091517	ar	2010	25862.0	55	2-3	285	296
77952101484	ar	2010	12398.0	56	4-6	151	162
77952132286	ar	2010	26027.0	20	5	763	768
77952166326	ar	2010	16689.0	518	13	2437	2455
77952216832	ar	2010	27862.0	44	2	37	45
77952228929	ar	2010	24718.0	49	2	225	239
77952241646	ar	2010	26825.0	29	2	419	426
77952246184	ar	2009	1.0900153309E10	9	1	41	47
77952308223	ar	2010	33476.0	24	1	42	63
77952349817	cp	2010	1.9700173178E10			565	568
77952352868	cp	2008	1.9700173199E10				
77952357722	cp	2008	1.9700173199E10				
77952391956	cp	2010	1.9700173178E10			560	564
77952405669	cp	2008	1.9700173199E10				
77952406631	cp	2008	1.9700173199E10				
77952419434	ar	2010	23590.0	16	2	355	370
77952480500	cp	2009	1.9700173236E10			268	272
77952492452	cp	2008	2.1100237625E10				
77952508856	ar	2010	70201.0	24	4	646	661
77952542233	ar	2010	15472.0	106	4	240	256
77952583866	ar	2010	12955.0	40	3	612	622
77952588983	re	2010	15550.0	31	10	1713	1720
77952625035	ar	2010	25175.0	15	1	46	60
77952728699	cp	2010	17317.0			17	20
77952802764	cp	2009	19542.0				
77952813753	cp	2009	1.9700174639E10	3		151	159
77952833866	ar	2010	24219.0	10		546	562
77952872950	ar	2010	27433.0	27	11		
77952876670	ar	2009	145592.0	15	4	329	350
77952881705	re	2010	15359.0	14	6	277	290
77952899400	re	2010	19243.0	19	7	783	792
77952900487	ar	2010	12053.0	14	3	206	221
77952901306	cp	2009	91440.0	5		487	497
77952909996	ar	2010	28249.0	26	3	162	167
77952945530	cp	2009	1.9700174636E10	1	PART B	971	977
77952950833	ar	2010	22992.0	17	4	270	277
77952963486	ar	2009	21783.0	42	3	5	20
77953001586	ar	2010	25349.0	408	7	1577	1597
77953058125	ar	2010	99670.0	79	1	57	80
77953116762	cp	2010	31473.0			3913	3918
77953128710	ar	2010	13256.0	54	1	35	40
77953142002	ar	2010	28339.0	37	8-9	833	846
77953149275	ar	2010	13467.0	117	2	601	622
77953213749	ar	2010	15550.0	31	11	1915	1925
77953246988	ar	2010	19270.0	20	2	113	137
77953257002	ar	2010	19270.0	20	2	173	195
77953267144	ar	2010	96239.0	17	3	7	9
77953289910	ar	2010	13927.0	19	2	121	130
77953295152	cp	2010	18204.0				
77953326790	ar	2010	28476.0	26	2	259	281
77953356686	ar	2010	24378.0	62	4	307	330
77953373784	ar	2009	1.9700174921E10	2009	2	9	18
77953488396	re	2009	1.6000154756E10	55	2	175	208
77953575847	ar	2010	18331.0	41	2	287	290
77953617126	ar	2010	18579.0	127	7-8	358	370
77953639354	ar	2010	22726.0	20	12	923	940
77953669222	ar	2010	1.1700154617E10	7			
77953723061	ar	2010	22716.0	63	6	901	906
77953738200	cp	2010	25674.0	6031 LNCS		94	105
77953866503	ar	2010	4.600151503E9	9	1	8	17
77953889623	ar	2010	14980.0	23	2	229	253
77953899802	cp	2009	1.9700175295E10				
77953906323	ar	2009	1.9700186829E10	4	7	610	614
77953906888	ar	2010	23672.0	41	2	301	325
77954023941	ar	2009	27551.0	87	4		
77954047383	ar	2010	29605.0	213	14	2410	2416
77954116669	ar	2010	1.2100154806E10	6	2	45	58
77954133854	ar	2010	20608.0	18	2	57	84
77954147300	ar	2008	13776.0	16	3	141	155
77954227486	ar	2010	145328.0	16	3	124	147
77954233160	cp	2009	3.400148104E9	FS-09-03		127	130
77954243519	ar	2010	12807.0	49	5	441	445
77954251945	cp	2010	76181.0	10	PART A	385	392
77954252859	cp	2010	76181.0	10	PART A	393	399
77954261588	cp	2010	76181.0	10	PART B	645	653
77954265309	ar	2010	29553.0	53	5	387	401
77954314022	ar	2010	24570.0	225	1	121	199
77954319860	ar	2010	52557.0	7	1		
77954328783	ar	2010	21140.0	44	15	1893	1912
77954345627	ar	2010	21140.0	44	15	1867	1881
77954378962	ar	2010	28581.0	48	2	152	173
77954384497	ar	2010	13030.0	329	18	3709	3720
77954387250	ar	2010	13030.0	329	19	3958	3971
77954433248	re	2010	15989.0	13	6	739	744
77954446316	cp	2010	1.9700175737E10			243	248
77954473131	ar	2010	22663.0	26	3	635	647
77954532783	ar	2010	28806.0	30	6	557	561
77954561798	ar	2010	14396.0	51	6	19	24
77954569184	ar	2010	22726.0	20	14	1145	1161
77954588703	cp	2010	25674.0	5984 LNCS		362	373
77954590754	ar	2010	27374.0	26	4	591	604
77954595887	ar	2010	144975.0	18	3	316	320
77954599501	cp	2010	1.9700175815E10			182	188
77954601502	ar	2010	4.000151616E9	2010			
77954610643	cp	2010	1.9700175815E10			297	303
77954685624	ar	2010	5.300152202E9	4	11	1364	1372
77954700728	ar	2010	23392.0	16	27	7950	7958
77954748600	ar	2010	19210.0	61	10	2561	2573
77954761265	ar	2010	15572.0	12	2	185	205
77954766040	cp	2010	13511.0	17	4-5	331	348
77954796347	cp	2010	1.9700175847E10			413	418
77954821462	re	2010	1.6400154756E10	35	1	91	106
77954824686	ar	2010	16032.0	42	4	460	465
77954832337	ar	2010	1.97001836E10	19	2	157	170
77954849562	ar	2010	29492.0	65	4	262	278
77954863517	ar	2010	27123.0	24	3	212	214
77954887121	ar	2010	13952.0	80	7	785	801
77954903260	ar	2010	12863.0	35	8	1142	1144
77954932542	ar	2010	12862.0	18	15	15513	15522
77954953287	re	2010	14678.0	18	4	239	242
77954968860	cp	2010	1.9700176036E10			4681	4691
77954975859	cp	2010	1.9700176036E10			4769	4778
77954980770	cp	2010	1.9700176036E10			4659	4667
77954994799	cp	2010	1.9700176036E10			2441	2450
77955022006	ar	2010	21185.0	29	14	2156	2169
77955035097	cp	2009	145400.0		14	27	43
77955060680	ar	2010	20977.0	127	3	660	670
77955067731	ar	2008	5.80020832E9	28	1	92	109
77955089797	cp	2010	14160.0	41	2-3	410	419
77955090321	ar	2009	12952.0	39	6	1283	1294
77955097162	ar	2010	28805.0	10	5	303	307
77955118434	cp	2010	1.9700176206E10				
77955121150	ar	2010	12283.0	36	4	261	277
77955204567	ar	2010	16813.0	76	3	24	31
77955210051	ar	2010	15970.0	13	4	842	850
77955253107	ar	2010	20949.0	77	3	1	9
77955253435	ar	2010	20949.0	77	3	1	9
77955254140	ar	2010	20949.0	77	4	1	5
77955263381	ar	2009	20949.0	76	1	1	8
77955274598	ar	2010	28999.0	46	4	519	533
77955277222	ar	2010	23882.0	49	3	402	411
77955338974	ar	2010	5.600153363E9	43	3	310	325
77955389761	cp	2010	110624.0	2		1024	1037
77955425251	ar	2010	17829.0	37	4	417	426
77955435786	ar	2010	26394.0	20		53	78
77955526130	ar	2010	29964.0	48	7	1290	1301
77955530986	ar	2010	22009.0	18	3	161	174
77955531904	ar	2010	24531.0	30	3	645	663
77955549778	ar	2010	28339.0	37	13	1169	1179
77955562425	ar	2010	6.800153102E9	34	2	124	131
77955578558	ar	2010	5.70015592E9	25	3	173	185
77955652427	ar	2010	12074.0	91	7	861	866
77955688245	ar	2010	14876.0	29	3	105	112
77955724795	ar	2010	14441.0	10	4	176	181
77955730488	ar	2010	1.5500154703E10	8	3	343	345
77955796772	ar	2010	15481.0	36	4	781	796
77955841723	ar	2010	26168.0	27	3	211	224
77955848236	ar	2010	5.80022822E9	4	3	359	369
77955858338	ar	2009	28205.0	16	1	5	9
77955883069	re	2010	15558.0	41	1	69	94
77955883802	ar	2010	15369.0	38	5	657	667
77955934958	cp	2010	144728.0				
77955951617	ar	2010	1.970017731E10				
77955954612	cp	2010	144728.0				
77955955077	cp	2010	144728.0				
77955972756	cp	2010	144728.0				
77956010663	ar	2010	4.700152855E9	20	3	570	585
77956013433	ar	2010	1.6900154701E10	14		21	35
77956013656	cp	2010	15849.0	17	SUPPL. 1		
77956017388	cp	2010	15849.0	17	SUPPL. 1		
77956047414	cp	2010	15849.0	17	SUPPL. 1		
77956048680	cp	2010	15849.0	17	SUPPL. 1		
77956089523	ar	2009	22039.0	44	4	471	480
77956179862	ar	2010	24007.0	101	3	320	326
77956188646	ar	2010	19419.0	26	6	1818	1821
77956195795	ar	2010	28140.0	16	5	241	247
77956198640	ar	2010	18902.0	28	7	1063	1072
77956227205	ar	2010	1.5800154711E10	22	2	59	70
77956249132	ar	2010	17592.0	285	36	27806	27816
77956265462	re	2010	20760.0	12	4	257	265
77956309149	ar	2010	16746.0	24	3	158	167
77956334101	ar	2010	144975.0	18	4	438	442
77956343332	ar	2010	1.1300153734E10	4	3	396	403
77956407050	ar	2010	4.700152796E9	20	4	221	226
77956407436	ar	2010	12247.0	20	6	732	743
77956419391	ar	2010	20669.0	20	2-3	114	125
77956480288	ar	2010	27566.0	14	5	19	24
77956498001	ar	2010	23373.0	53	7	863	882
77956524617	ar	2010	29903.0	37	4	891	900
77956533709	cp	2010	1.9700180509E10				
77956576017	ar	2010	1.9600157009E10	14	2	157	175
77956604437	ar	2010	13835.0	26	2	313	316
77956616911	ar	2010	23402.0	110	2	315	324
77956633108	ar	2010	28814.0	35	6	43	47
77956634746	ar	2010	15048.0	24	9	3274	3283
77956644315	ar	2010	16850.0	431	1	113	122
77956786781	ar	2010	29806.0	11	3	189	207
77956797311	ar	2010	20047.0	107	4	830	841
77956802473	ar	2010	30086.0	27	6	707	725
77956846381	ar	2010	13928.0	30	1	22	39
77956868020	ip	???	17472.0				
77956872651	ar	2010	5.600152957E9	35	4	219	235
77956878226	ar	2010	24585.0	113	3	158	167
77956882794	ar	2010	12807.0	49	8	961	966
77956884384	ar	2010	27123.0	24	5	362	364
77956886652	cp	2010	12372.0	67	11-12	1451	1454
77956893174	cp	2008	27028.0		180	277	291
77956913986	ar	2010	21554.0	112	3	460	469
77956945043	ar	2010	21321.0	22	10	1204	1211
77956974899	ar	2010	15484.0	32	2	215	221
77957017529	ar	2010	25733.0	38	5	959	968
77957021495	ar	2010	25733.0	38	5	1022	1030
77957021950	cp	2009	130053.0	180	1		
77957041802	ar	2010	29629.0	271	10	1219	1228
77957082449	ar	2010	1.8800156711E10	4	3	381	398
77957105175	ar	2010	17508.0	19	4	858	872
77957106782	ar	2010	23582.0	41	3	272	293
77957117663	ar	2010	17598.0	111	1	94	103
77957137749	ar	2010	130055.0	10	3	245	258
77957146333	ar	2010	28581.0	48	4	471	474
77957227480	ar	2010	14880.0	26	8	647	655
77957254142	ar	2010	1.9700180906E10	6	1	149	165
77957263703	ar	2010	29802.0	25	3	620	630
77957320180	ar	2008	28170.0		39	20	35
77957323083	ar	2008	28170.0		39	51	70
77957326899	re	2010	28514.0	58	SUPPL. 2		
77957331882	ar	2010	20335.0	93	3	449	450
77957654755	ar	2010	14206.0	25	3	218	235
77957716200	ar	2010	22489.0	207	3	1628	1634
77957733002	ar	2010	25698.0	173	2	13	26
77957751400	ar	2010	130115.0	31	5	411	413
77957752956	ar	2010	23295.0	25	10	1261	1265
77957846656	ar	2010	29605.0	213	20	3449	3456
77957861443	ar	2010	19169.0	28	6	506	521
77957884918	cp	2010	1.9700181236E10			416	421
77957908853	ar	2011	15472.0	108	1	113	125
77957920665	ip	???	15134.0				
77957933748	cp	2008	24282.0				
77957938658	cp	2008	24282.0				
77957940292	ar	2010	5.600153477E9	25	3	453	462
77957973730	cp	2010	1.9700181303E10			43	48
77957979278	cp	2010	1.9700181303E10			31	36
77957983477	cp	2010	1.9700181303E10			49	54
77957990415	cp	2010	1.9700181303E10			80	85
77957994840	ar	2010	29320.0	15	1		
77957999157	ar	2010	25680.0	39	12	1485	1497
77958003767	ar	2010	29320.0	15	1		
77958056695	ar	2010	25749.0	27	9	767	776
77958070180	ar	2010	7.900153119E9	11	3	162	171
77958099316	ar	2010	69955.0	79	3	107	118
77958131318	cp	2010	1.970018142E10			333	340
77958155830	ar	2010	18927.0	59	5	542	554
77958157752	ar	2010	23478.0	588	20	3943	3956
77958168402	ar	2010	1.9700177101E10	14	1	10	14
77958172115	ar	2010	20550.0	63	12	1328	1335
77958188765	ar	2010	70505.0	49	3	173	174
77958189018	ar	2010	19561.0	100	11	2176	2184
77958460509	re	2010	21678.0	49	6	561	564
77958480416	ar	2010	22319.0	56	8	1398	1407
77958531729	re	2010	5.700155559E9	34	2	435	446
77958545321	ar	2010	1.1700154617E10	7			
77958558591	ar	2010	19984.0	8	5	615	620
77958580697	ar	2010	1.0600153309E10	5	9	1	8
77958595516	cp	2010	1.9700182035E10			499	504
78049287795	ar	2010	4.00015181E9	6	7	31	
78049343598	cp	2010	25674.0	6225 LNCS		125	139
78049343805	ar	2010	13491.0	22	4	749	757
78049351389	cp	2010	1.9700182101E10	2			
78049354315	ar	2010	26761.0	694		47	60
78049375356	cp	2010	1.9400157277E10	32 IFMBE		196	200
78049379596	ar	2010	28514.0	58	10	1965	1969
78049392951	ar	2010	28224.0	40	11	498	503
78049399960	ar	2011	18063.0	196	3	1030	1035
78049402240	cp	2010	76181.0	11		343	346
78049412265	cp	2010	25674.0	6353 LNCS	PART 2	353	361
78049448243	cp	2010	1.9700182129E10	1		115	118
78049452934	ar	2009	1.7600155502E10	21	1	62	79
78049454275	ar	2010	19679.0	92	1	69	73
78049495804	ar	2010	26396.0	12	21	5078	5080
78149263101	ar	2010	18385.0	54	5	673	678
78149327929	re	2010	2.1100205107E10	1	1		
78149328359	cp	2009	1.9700182249E10			514	519
78149334828	cp	2010	4.000148004E9	3		1631	1644
78149337055	cp	2009	1.9700182249E10			344	349
78149348444	cp	2009	1.9700182249E10			93	96
78149348445	cp	2009	1.9700182249E10			4	9
78149351032	cp	2010	4.000148004E9	4		2850	2863
78149355947	cp	2009	1.9700182249E10			116	121
78149376365	ar	2010	27862.0	44	5	1	17
78149406063	ar	2010	25655.0	33	6	801	812
78149415474	ar	2010	25655.0	33	6	897	902
78149424894	ar	2009	13515.0	21	2	82	90
78149434131	ar	2010	13255.0	219	2	142	150
78149445027	cp	2009	1.9700182276E10				
78149448539	cp	2009	1.9700182276E10				
78149461375	cp	2008	1.9700182271E10				
78149473914	ar	2010	1.0600153309E10	5	11		
78249237895	cp	2008	31921.0				
78249240633	cp	2008	1.9700182309E10				
78249241560	cp	2008	1.9700182309E10				
78249242788	cp	2008	1.9700182309E10				
78249244510	cp	2008	1.9700182309E10				
78349239637	ar	2010	12247.0	20	7	857	874
78349253364	cp	2008	1.7700155007E10	23 CCIS		139	151
78349259815	ar	2010	5.700163881E9	13	2	207	227
78349277318	ar	2010	33784.0	143	3	426	436
78349284788	ar	2010	15478.0	139	4	638	653
78349288880	cp	2010	1.9700182331E10				
78349289697	cp	2010	25674.0	6365 LNCS		378	385
78349291460	cp	2010	1.9700182328E10			133	137
78349310074	re	2010	15579.0	21	6	801	807
78349313030	ar	2010	14902.0	78	3	225	230
78449232508	ar	2010	14509.0	10	11	1	12
78449252243	ar	2010	27717.0	24	5	252	259
78449255009	ar	2010	27717.0	24	5	260	276
78449282756	cp	2010	5.700191202E9	138		153	163
78449301764	cp	2008	31921.0				
78449313057	ar	2010	28514.0	58	11	2178	2184
78549251087	cp	2009	1.9700182402E10				
78549269806	ar	2010	4.700152749E9	7	5	377	386
78649285812	ar	2011	29085.0	91	1	1	17
78649288154	ar	2010	13500.0	46	6	1792	1798
78649300264	cp	2010	1.9700182446E10				
78649301388	cp	2010	1.9700182446E10				
78649303731	ar	2010	14206.0	25	8	689	712
78649323646	ar	2010	23611.0	145	3	435	460
78649331033	ar	2010	29067.0	624	3	699	707
78649345560	ar	2010	1.7600155208E10	5	2	243	269
78649395695	ar	2010	21908.0	80	12	614	621
78649407079	cp	2010	40067.0	7798			
78649444018	ar	2010	5.800173382E9	4	12	1608	1612
78649444069	ar	2010	16845.0	402	4	608	613
78649451690	ar	2010	20473.0	87	23-26	707	714
78649483970	cp	2010	21120.0				
78649490339	cp	2010	21120.0				
78649491655	ar	2010	74502.0	39	3	1127	1154
78649491925	ar	2011	27471.0	31	2	401	412
78649533785	cp	2010	1.9700182655E10				
78649534798	cp	2010	1.9700182655E10				
78649576558	cp	2010	26990.0	108	21-23	3189	3193
78649598661	ar	2010	1.6900154701E10	14		87	96
78649604815	cp	2010	1.9700182655E10				
78649612198	cp	2010	1.9700182655E10				
78649618143	ar	2010	27433.0	27	19		
78649636801	ar	2010	145690.0	97	1-2	17	27
78649670292	ar	2010	25800.0	38	10	3805	3820
78649671523	ar	2010	27230.0	57	3-4	293	304
78649688226	ar	2010	12808.0	102	4	843	859
78649729976	ar	2010	27339.0	49	4	603	619
78649739002	ar	2011	36450.0	32	1	45	59
78649746632	ar	2010	1.7700156758E10	7	4	334	343
78649755602	ar	2010	17277.0	35	4	971	983
78649782445	ar	2010	18711.0	36	6	852	864
78649807147	ar	2009	15688.0	23	2	25	47
78649826324	ar	2010	28204.0	41	12	549	556
78649827991	ar	2010	28252.0	26	6	461	472
78649849917	ar	2010	27433.0	27	23		
78649871756	ar	2011	16547.0	32	1	147	157
78649890504	cp	2010	1.97001827E10				
78649895363	ar	2010	8.0014711E8	22	3	306	329
78649909197	ar	2010	22575.0	10	4	268	274
78649947907	ar	2011	22109.0	46	3	150	156
78649956097	ar	2010	27067.0	21	4	371	392
78649975675	ar	2010	12955.0	40	6	1607	1621
78650007039	ar	2008	13257.0	10	7	969	976
78650009217	ar	2011	19041.0	99	2	141	153
78650023954	ar	2010	1.6800154723E10	10	4	347	367
78650045470	ar	2010	110000.0	67	6	861	870
78650051940	cp	2010	19823.0	66	8	860021	8600210
78650062701	cp	2010	19823.0	66	8	860011	8600113
78650070264	ar	2011	1.97001836E10	20	1	76	78
78650072305	ar	2010	50101.0	235	12	1498	1504
